event_id,entity_type,entity_id,from_state,to_state,at,actor,process_id,synthetic
EV-H086-00,work_orders,WO-H086,initial,received,2026-08-05T16:00:00Z,Operador demo,PROC-H086,1
EV-H086-01,work_orders,WO-H086,received,inspected,2026-08-05T17:25:42.857143Z,Operador demo,PROC-H086,1
EV-H086-02,work_orders,WO-H086,inspected,authorized,2026-08-05T18:51:25.714286Z,Operador demo,PROC-H086,1
EV-H086-03,work_orders,WO-H086,authorized,scheduled,2026-08-05T20:17:08.571429Z,Operador demo,PROC-H086,1
EV-H086-04,work_orders,WO-H086,scheduled,in_service,2026-08-05T21:42:51.428571Z,Operador demo,PROC-H086,1
EV-H086-05,work_orders,WO-H086,in_service,quality_check,2026-08-05T23:08:34.285714Z,Operador demo,PROC-H086,1
EV-H086-06,work_orders,WO-H086,quality_check,ready,2026-08-06T00:34:17.142857Z,Operador demo,PROC-H086,1
EV-H086-07,work_orders,WO-H086,ready,delivered,2026-08-06T02:00:00Z,Operador demo,PROC-H086,1
EV-H087-00,work_orders,WO-H087,initial,received,2026-08-05T03:00:00Z,Operador demo,PROC-H087,1
EV-H087-01,work_orders,WO-H087,received,inspected,2026-08-05T04:42:51.428571Z,Operador demo,PROC-H087,1
EV-H087-02,work_orders,WO-H087,inspected,authorized,2026-08-05T06:25:42.857143Z,Operador demo,PROC-H087,1
EV-H087-03,work_orders,WO-H087,authorized,scheduled,2026-08-05T08:08:34.285714Z,Operador demo,PROC-H087,1
EV-H087-04,work_orders,WO-H087,scheduled,in_service,2026-08-05T09:51:25.714286Z,Operador demo,PROC-H087,1
EV-H087-05,work_orders,WO-H087,in_service,quality_check,2026-08-05T11:34:17.142857Z,Operador demo,PROC-H087,1
EV-H087-06,work_orders,WO-H087,quality_check,ready,2026-08-05T13:17:08.571429Z,Operador demo,PROC-H087,1
EV-H087-07,work_orders,WO-H087,ready,delivered,2026-08-05T15:00:00Z,Operador demo,PROC-H087,1
EV-H088-00,work_orders,WO-H088,initial,received,2026-08-04T14:00:00Z,Operador demo,PROC-H088,1
EV-H088-01,work_orders,WO-H088,received,inspected,2026-08-04T16:00:00Z,Operador demo,PROC-H088,1
EV-H088-02,work_orders,WO-H088,inspected,authorized,2026-08-04T18:00:00Z,Operador demo,PROC-H088,1
EV-H088-03,work_orders,WO-H088,authorized,scheduled,2026-08-04T20:00:00Z,Operador demo,PROC-H088,1
EV-H088-04,work_orders,WO-H088,scheduled,in_service,2026-08-04T22:00:00Z,Operador demo,PROC-H088,1
EV-H088-05,work_orders,WO-H088,in_service,quality_check,2026-08-05T00:00:00Z,Operador demo,PROC-H088,1
EV-H088-06,work_orders,WO-H088,quality_check,ready,2026-08-05T02:00:00Z,Operador demo,PROC-H088,1
EV-H088-07,work_orders,WO-H088,ready,delivered,2026-08-05T04:00:00Z,Operador demo,PROC-H088,1
EV-H089-00,work_orders,WO-H089,initial,received,2026-08-04T01:00:00Z,Operador demo,PROC-H089,1
EV-H089-01,work_orders,WO-H089,received,inspected,2026-08-04T03:17:08.571429Z,Operador demo,PROC-H089,1
EV-H089-02,work_orders,WO-H089,inspected,authorized,2026-08-04T05:34:17.142857Z,Operador demo,PROC-H089,1
EV-H089-03,work_orders,WO-H089,authorized,scheduled,2026-08-04T07:51:25.714286Z,Operador demo,PROC-H089,1
EV-H089-04,work_orders,WO-H089,scheduled,in_service,2026-08-04T10:08:34.285714Z,Operador demo,PROC-H089,1
EV-H089-05,work_orders,WO-H089,in_service,quality_check,2026-08-04T12:25:42.857143Z,Operador demo,PROC-H089,1
EV-H089-06,work_orders,WO-H089,quality_check,ready,2026-08-04T14:42:51.428571Z,Operador demo,PROC-H089,1
EV-H089-07,work_orders,WO-H089,ready,delivered,2026-08-04T17:00:00Z,Operador demo,PROC-H089,1
EV-H090-00,work_orders,WO-H090,initial,received,2026-08-03T12:00:00Z,Operador demo,PROC-H090,1
EV-H090-01,work_orders,WO-H090,received,inspected,2026-08-03T17:27:16.363636Z,Operador demo,PROC-H090,1
EV-H090-02,work_orders,WO-H090,inspected,authorized,2026-08-03T22:54:32.727273Z,Operador demo,PROC-H090,1
EV-H090-03,work_orders,WO-H090,authorized,waiting_parts,2026-08-04T04:21:49.090909Z,Operador demo,PROC-H090,1
EV-H090-04,work_orders,WO-H090,waiting_parts,scheduled,2026-08-04T09:49:05.454545Z,Operador demo,PROC-H090,1
EV-H090-05,work_orders,WO-H090,scheduled,in_service,2026-08-04T15:16:21.818182Z,Operador demo,PROC-H090,1
EV-H090-06,work_orders,WO-H090,in_service,quality_check,2026-08-04T20:43:38.181818Z,Operador demo,PROC-H090,1
EV-H090-07,work_orders,WO-H090,quality_check,rework,2026-08-05T02:10:54.545455Z,Operador demo,PROC-H090,1
EV-H090-08,work_orders,WO-H090,rework,in_service,2026-08-05T07:38:10.909091Z,Operador demo,PROC-H090,1
EV-H090-09,work_orders,WO-H090,in_service,quality_check,2026-08-05T13:05:27.272727Z,Operador demo,PROC-H090,1
EV-H090-10,work_orders,WO-H090,quality_check,ready,2026-08-05T18:32:43.636364Z,Operador demo,PROC-H090,1
EV-H090-11,work_orders,WO-H090,ready,delivered,2026-08-06T00:00:00Z,Operador demo,PROC-H090,1
EV-H091-00,work_orders,WO-H091,initial,received,2026-08-02T23:00:00Z,Operador demo,PROC-H091,1
EV-H091-01,work_orders,WO-H091,received,inspected,2026-08-02T23:51:25.714286Z,Operador demo,PROC-H091,1
EV-H091-02,work_orders,WO-H091,inspected,authorized,2026-08-03T00:42:51.428571Z,Operador demo,PROC-H091,1
EV-H091-03,work_orders,WO-H091,authorized,scheduled,2026-08-03T01:34:17.142857Z,Operador demo,PROC-H091,1
EV-H091-04,work_orders,WO-H091,scheduled,in_service,2026-08-03T02:25:42.857143Z,Operador demo,PROC-H091,1
EV-H091-05,work_orders,WO-H091,in_service,quality_check,2026-08-03T03:17:08.571429Z,Operador demo,PROC-H091,1
EV-H091-06,work_orders,WO-H091,quality_check,ready,2026-08-03T04:08:34.285714Z,Operador demo,PROC-H091,1
EV-H091-07,work_orders,WO-H091,ready,delivered,2026-08-03T05:00:00Z,Operador demo,PROC-H091,1
EV-H092-00,work_orders,WO-H092,initial,received,2026-08-02T10:00:00Z,Operador demo,PROC-H092,1
EV-H092-01,work_orders,WO-H092,received,inspected,2026-08-02T11:08:34.285714Z,Operador demo,PROC-H092,1
EV-H092-02,work_orders,WO-H092,inspected,authorized,2026-08-02T12:17:08.571429Z,Operador demo,PROC-H092,1
EV-H092-03,work_orders,WO-H092,authorized,scheduled,2026-08-02T13:25:42.857143Z,Operador demo,PROC-H092,1
EV-H092-04,work_orders,WO-H092,scheduled,in_service,2026-08-02T14:34:17.142857Z,Operador demo,PROC-H092,1
EV-H092-05,work_orders,WO-H092,in_service,quality_check,2026-08-02T15:42:51.428571Z,Operador demo,PROC-H092,1
EV-H092-06,work_orders,WO-H092,quality_check,ready,2026-08-02T16:51:25.714286Z,Operador demo,PROC-H092,1
EV-H092-07,work_orders,WO-H092,ready,delivered,2026-08-02T18:00:00Z,Operador demo,PROC-H092,1
EV-H093-00,work_orders,WO-H093,initial,received,2026-08-01T21:00:00Z,Operador demo,PROC-H093,1
EV-H093-01,work_orders,WO-H093,received,inspected,2026-08-01T22:25:42.857143Z,Operador demo,PROC-H093,1
EV-H093-02,work_orders,WO-H093,inspected,authorized,2026-08-01T23:51:25.714286Z,Operador demo,PROC-H093,1
EV-H093-03,work_orders,WO-H093,authorized,scheduled,2026-08-02T01:17:08.571429Z,Operador demo,PROC-H093,1
EV-H093-04,work_orders,WO-H093,scheduled,in_service,2026-08-02T02:42:51.428571Z,Operador demo,PROC-H093,1
EV-H093-05,work_orders,WO-H093,in_service,quality_check,2026-08-02T04:08:34.285714Z,Operador demo,PROC-H093,1
EV-H093-06,work_orders,WO-H093,quality_check,ready,2026-08-02T05:34:17.142857Z,Operador demo,PROC-H093,1
EV-H093-07,work_orders,WO-H093,ready,delivered,2026-08-02T07:00:00Z,Operador demo,PROC-H093,1
EV-H094-00,work_orders,WO-H094,initial,received,2026-08-01T08:00:00Z,Operador demo,PROC-H094,1
EV-H094-01,work_orders,WO-H094,received,inspected,2026-08-01T09:42:51.428571Z,Operador demo,PROC-H094,1
EV-H094-02,work_orders,WO-H094,inspected,authorized,2026-08-01T11:25:42.857143Z,Operador demo,PROC-H094,1
EV-H094-03,work_orders,WO-H094,authorized,scheduled,2026-08-01T13:08:34.285714Z,Operador demo,PROC-H094,1
EV-H094-04,work_orders,WO-H094,scheduled,in_service,2026-08-01T14:51:25.714286Z,Operador demo,PROC-H094,1
EV-H094-05,work_orders,WO-H094,in_service,quality_check,2026-08-01T16:34:17.142857Z,Operador demo,PROC-H094,1
EV-H094-06,work_orders,WO-H094,quality_check,ready,2026-08-01T18:17:08.571429Z,Operador demo,PROC-H094,1
EV-H094-07,work_orders,WO-H094,ready,delivered,2026-08-01T20:00:00Z,Operador demo,PROC-H094,1
EV-H095-00,work_orders,WO-H095,initial,received,2026-07-31T19:00:00Z,Operador demo,PROC-H095,1
EV-H095-01,work_orders,WO-H095,received,inspected,2026-07-31T21:00:00Z,Operador demo,PROC-H095,1
EV-H095-02,work_orders,WO-H095,inspected,authorized,2026-07-31T23:00:00Z,Operador demo,PROC-H095,1
EV-H095-03,work_orders,WO-H095,authorized,scheduled,2026-08-01T01:00:00Z,Operador demo,PROC-H095,1
EV-H095-04,work_orders,WO-H095,scheduled,in_service,2026-08-01T03:00:00Z,Operador demo,PROC-H095,1
EV-H095-05,work_orders,WO-H095,in_service,quality_check,2026-08-01T05:00:00Z,Operador demo,PROC-H095,1
EV-H095-06,work_orders,WO-H095,quality_check,ready,2026-08-01T07:00:00Z,Operador demo,PROC-H095,1
EV-H095-07,work_orders,WO-H095,ready,delivered,2026-08-01T09:00:00Z,Operador demo,PROC-H095,1
EV-H096-00,work_orders,WO-H096,initial,received,2026-07-31T06:00:00Z,Operador demo,PROC-H096,1
EV-H096-01,work_orders,WO-H096,received,inspected,2026-07-31T08:17:08.571429Z,Operador demo,PROC-H096,1
EV-H096-02,work_orders,WO-H096,inspected,authorized,2026-07-31T10:34:17.142857Z,Operador demo,PROC-H096,1
EV-H096-03,work_orders,WO-H096,authorized,scheduled,2026-07-31T12:51:25.714286Z,Operador demo,PROC-H096,1
EV-H096-04,work_orders,WO-H096,scheduled,in_service,2026-07-31T15:08:34.285714Z,Operador demo,PROC-H096,1
EV-H096-05,work_orders,WO-H096,in_service,quality_check,2026-07-31T17:25:42.857143Z,Operador demo,PROC-H096,1
EV-H096-06,work_orders,WO-H096,quality_check,ready,2026-07-31T19:42:51.428571Z,Operador demo,PROC-H096,1
EV-H096-07,work_orders,WO-H096,ready,delivered,2026-07-31T22:00:00Z,Operador demo,PROC-H096,1
EV-H097-00,work_orders,WO-H097,initial,received,2026-07-30T17:00:00Z,Operador demo,PROC-H097,1
EV-H097-01,work_orders,WO-H097,received,inspected,2026-07-30T19:34:17.142857Z,Operador demo,PROC-H097,1
EV-H097-02,work_orders,WO-H097,inspected,authorized,2026-07-30T22:08:34.285714Z,Operador demo,PROC-H097,1
EV-H097-03,work_orders,WO-H097,authorized,scheduled,2026-07-31T00:42:51.428571Z,Operador demo,PROC-H097,1
EV-H097-04,work_orders,WO-H097,scheduled,in_service,2026-07-31T03:17:08.571429Z,Operador demo,PROC-H097,1
EV-H097-05,work_orders,WO-H097,in_service,quality_check,2026-07-31T05:51:25.714286Z,Operador demo,PROC-H097,1
EV-H097-06,work_orders,WO-H097,quality_check,ready,2026-07-31T08:25:42.857143Z,Operador demo,PROC-H097,1
EV-H097-07,work_orders,WO-H097,ready,delivered,2026-07-31T11:00:00Z,Operador demo,PROC-H097,1
EV-H098-00,work_orders,WO-H098,initial,received,2026-07-30T04:00:00Z,Operador demo,PROC-H098,1
EV-H098-01,work_orders,WO-H098,received,inspected,2026-07-30T04:51:25.714286Z,Operador demo,PROC-H098,1
EV-H098-02,work_orders,WO-H098,inspected,authorized,2026-07-30T05:42:51.428571Z,Operador demo,PROC-H098,1
EV-H098-03,work_orders,WO-H098,authorized,scheduled,2026-07-30T06:34:17.142857Z,Operador demo,PROC-H098,1
EV-H098-04,work_orders,WO-H098,scheduled,in_service,2026-07-30T07:25:42.857143Z,Operador demo,PROC-H098,1
EV-H098-05,work_orders,WO-H098,in_service,quality_check,2026-07-30T08:17:08.571429Z,Operador demo,PROC-H098,1
EV-H098-06,work_orders,WO-H098,quality_check,ready,2026-07-30T09:08:34.285714Z,Operador demo,PROC-H098,1
EV-H098-07,work_orders,WO-H098,ready,delivered,2026-07-30T10:00:00Z,Operador demo,PROC-H098,1
EV-H099-00,work_orders,WO-H099,initial,received,2026-07-29T15:00:00Z,Operador demo,PROC-H099,1
EV-H099-01,work_orders,WO-H099,received,inspected,2026-07-29T23:08:34.285714Z,Operador demo,PROC-H099,1
EV-H099-02,work_orders,WO-H099,inspected,authorized,2026-07-30T07:17:08.571429Z,Operador demo,PROC-H099,1
EV-H099-03,work_orders,WO-H099,authorized,scheduled,2026-07-30T15:25:42.857143Z,Operador demo,PROC-H099,1
EV-H099-04,work_orders,WO-H099,scheduled,in_service,2026-07-30T23:34:17.142857Z,Operador demo,PROC-H099,1
EV-H099-05,work_orders,WO-H099,in_service,quality_check,2026-07-31T07:42:51.428571Z,Operador demo,PROC-H099,1
EV-H099-06,work_orders,WO-H099,quality_check,ready,2026-07-31T15:51:25.714286Z,Operador demo,PROC-H099,1
EV-H099-07,work_orders,WO-H099,ready,delivered,2026-08-01T00:00:00Z,Operador demo,PROC-H099,1
EV-H100-00,work_orders,WO-H100,initial,received,2026-07-29T02:00:00Z,Operador demo,PROC-H100,1
EV-H100-01,work_orders,WO-H100,received,inspected,2026-07-29T02:54:32.727273Z,Operador demo,PROC-H100,1
EV-H100-02,work_orders,WO-H100,inspected,authorized,2026-07-29T03:49:05.454545Z,Operador demo,PROC-H100,1
EV-H100-03,work_orders,WO-H100,authorized,waiting_parts,2026-07-29T04:43:38.181818Z,Operador demo,PROC-H100,1
EV-H100-04,work_orders,WO-H100,waiting_parts,scheduled,2026-07-29T05:38:10.909091Z,Operador demo,PROC-H100,1
EV-H100-05,work_orders,WO-H100,scheduled,in_service,2026-07-29T06:32:43.636364Z,Operador demo,PROC-H100,1
EV-H100-06,work_orders,WO-H100,in_service,quality_check,2026-07-29T07:27:16.363636Z,Operador demo,PROC-H100,1
EV-H100-07,work_orders,WO-H100,quality_check,rework,2026-07-29T08:21:49.090909Z,Operador demo,PROC-H100,1
EV-H100-08,work_orders,WO-H100,rework,in_service,2026-07-29T09:16:21.818182Z,Operador demo,PROC-H100,1
EV-H100-09,work_orders,WO-H100,in_service,quality_check,2026-07-29T10:10:54.545455Z,Operador demo,PROC-H100,1
EV-H100-10,work_orders,WO-H100,quality_check,ready,2026-07-29T11:05:27.272727Z,Operador demo,PROC-H100,1
EV-H100-11,work_orders,WO-H100,ready,delivered,2026-07-29T12:00:00Z,Operador demo,PROC-H100,1
EV-H101-00,work_orders,WO-H101,initial,received,2026-07-28T13:00:00Z,Operador demo,PROC-H101,1
EV-H101-01,work_orders,WO-H101,received,inspected,2026-07-28T14:42:51.428571Z,Operador demo,PROC-H101,1
EV-H101-02,work_orders,WO-H101,inspected,authorized,2026-07-28T16:25:42.857143Z,Operador demo,PROC-H101,1
EV-H101-03,work_orders,WO-H101,authorized,scheduled,2026-07-28T18:08:34.285714Z,Operador demo,PROC-H101,1
EV-H101-04,work_orders,WO-H101,scheduled,in_service,2026-07-28T19:51:25.714286Z,Operador demo,PROC-H101,1
EV-H101-05,work_orders,WO-H101,in_service,quality_check,2026-07-28T21:34:17.142857Z,Operador demo,PROC-H101,1
EV-H101-06,work_orders,WO-H101,quality_check,ready,2026-07-28T23:17:08.571429Z,Operador demo,PROC-H101,1
EV-H101-07,work_orders,WO-H101,ready,delivered,2026-07-29T01:00:00Z,Operador demo,PROC-H101,1
EV-H102-00,work_orders,WO-H102,initial,received,2026-07-28T00:00:00Z,Operador demo,PROC-H102,1
EV-H102-01,work_orders,WO-H102,received,inspected,2026-07-28T02:00:00Z,Operador demo,PROC-H102,1
EV-H102-02,work_orders,WO-H102,inspected,authorized,2026-07-28T04:00:00Z,Operador demo,PROC-H102,1
EV-H102-03,work_orders,WO-H102,authorized,scheduled,2026-07-28T06:00:00Z,Operador demo,PROC-H102,1
EV-H102-04,work_orders,WO-H102,scheduled,in_service,2026-07-28T08:00:00Z,Operador demo,PROC-H102,1
EV-H102-05,work_orders,WO-H102,in_service,quality_check,2026-07-28T10:00:00Z,Operador demo,PROC-H102,1
EV-H102-06,work_orders,WO-H102,quality_check,ready,2026-07-28T12:00:00Z,Operador demo,PROC-H102,1
EV-H102-07,work_orders,WO-H102,ready,delivered,2026-07-28T14:00:00Z,Operador demo,PROC-H102,1
EV-H103-00,work_orders,WO-H103,initial,received,2026-07-27T11:00:00Z,Operador demo,PROC-H103,1
EV-H103-01,work_orders,WO-H103,received,inspected,2026-07-27T13:17:08.571429Z,Operador demo,PROC-H103,1
EV-H103-02,work_orders,WO-H103,inspected,authorized,2026-07-27T15:34:17.142857Z,Operador demo,PROC-H103,1
EV-H103-03,work_orders,WO-H103,authorized,scheduled,2026-07-27T17:51:25.714286Z,Operador demo,PROC-H103,1
EV-H103-04,work_orders,WO-H103,scheduled,in_service,2026-07-27T20:08:34.285714Z,Operador demo,PROC-H103,1
EV-H103-05,work_orders,WO-H103,in_service,quality_check,2026-07-27T22:25:42.857143Z,Operador demo,PROC-H103,1
EV-H103-06,work_orders,WO-H103,quality_check,ready,2026-07-28T00:42:51.428571Z,Operador demo,PROC-H103,1
EV-H103-07,work_orders,WO-H103,ready,delivered,2026-07-28T03:00:00Z,Operador demo,PROC-H103,1
EV-H104-00,work_orders,WO-H104,initial,received,2026-07-26T22:00:00Z,Operador demo,PROC-H104,1
EV-H104-01,work_orders,WO-H104,received,inspected,2026-07-27T00:34:17.142857Z,Operador demo,PROC-H104,1
EV-H104-02,work_orders,WO-H104,inspected,authorized,2026-07-27T03:08:34.285714Z,Operador demo,PROC-H104,1
EV-H104-03,work_orders,WO-H104,authorized,scheduled,2026-07-27T05:42:51.428571Z,Operador demo,PROC-H104,1
EV-H104-04,work_orders,WO-H104,scheduled,in_service,2026-07-27T08:17:08.571429Z,Operador demo,PROC-H104,1
EV-H104-05,work_orders,WO-H104,in_service,quality_check,2026-07-27T10:51:25.714286Z,Operador demo,PROC-H104,1
EV-H104-06,work_orders,WO-H104,quality_check,ready,2026-07-27T13:25:42.857143Z,Operador demo,PROC-H104,1
EV-H104-07,work_orders,WO-H104,ready,delivered,2026-07-27T16:00:00Z,Operador demo,PROC-H104,1
EV-H105-00,work_orders,WO-H105,initial,received,2026-07-26T09:00:00Z,Operador demo,PROC-H105,1
EV-H105-01,work_orders,WO-H105,received,inspected,2026-07-26T09:51:25.714286Z,Operador demo,PROC-H105,1
EV-H105-02,work_orders,WO-H105,inspected,authorized,2026-07-26T10:42:51.428571Z,Operador demo,PROC-H105,1
EV-H105-03,work_orders,WO-H105,authorized,scheduled,2026-07-26T11:34:17.142857Z,Operador demo,PROC-H105,1
EV-H105-04,work_orders,WO-H105,scheduled,in_service,2026-07-26T12:25:42.857143Z,Operador demo,PROC-H105,1
EV-H105-05,work_orders,WO-H105,in_service,quality_check,2026-07-26T13:17:08.571429Z,Operador demo,PROC-H105,1
EV-H105-06,work_orders,WO-H105,quality_check,ready,2026-07-26T14:08:34.285714Z,Operador demo,PROC-H105,1
EV-H105-07,work_orders,WO-H105,ready,delivered,2026-07-26T15:00:00Z,Operador demo,PROC-H105,1
EV-H106-00,work_orders,WO-H106,initial,received,2026-07-25T20:00:00Z,Operador demo,PROC-H106,1
EV-H106-01,work_orders,WO-H106,received,inspected,2026-07-25T21:08:34.285714Z,Operador demo,PROC-H106,1
EV-H106-02,work_orders,WO-H106,inspected,authorized,2026-07-25T22:17:08.571429Z,Operador demo,PROC-H106,1
EV-H106-03,work_orders,WO-H106,authorized,scheduled,2026-07-25T23:25:42.857143Z,Operador demo,PROC-H106,1
EV-H106-04,work_orders,WO-H106,scheduled,in_service,2026-07-26T00:34:17.142857Z,Operador demo,PROC-H106,1
EV-H106-05,work_orders,WO-H106,in_service,quality_check,2026-07-26T01:42:51.428571Z,Operador demo,PROC-H106,1
EV-H106-06,work_orders,WO-H106,quality_check,ready,2026-07-26T02:51:25.714286Z,Operador demo,PROC-H106,1
EV-H106-07,work_orders,WO-H106,ready,delivered,2026-07-26T04:00:00Z,Operador demo,PROC-H106,1
EV-H107-00,work_orders,WO-H107,initial,received,2026-07-25T07:00:00Z,Operador demo,PROC-H107,1
EV-H107-01,work_orders,WO-H107,received,inspected,2026-07-25T08:25:42.857143Z,Operador demo,PROC-H107,1
EV-H107-02,work_orders,WO-H107,inspected,authorized,2026-07-25T09:51:25.714286Z,Operador demo,PROC-H107,1
EV-H107-03,work_orders,WO-H107,authorized,scheduled,2026-07-25T11:17:08.571429Z,Operador demo,PROC-H107,1
EV-H107-04,work_orders,WO-H107,scheduled,in_service,2026-07-25T12:42:51.428571Z,Operador demo,PROC-H107,1
EV-H107-05,work_orders,WO-H107,in_service,quality_check,2026-07-25T14:08:34.285714Z,Operador demo,PROC-H107,1
EV-H107-06,work_orders,WO-H107,quality_check,ready,2026-07-25T15:34:17.142857Z,Operador demo,PROC-H107,1
EV-H107-07,work_orders,WO-H107,ready,delivered,2026-07-25T17:00:00Z,Operador demo,PROC-H107,1
EV-H108-00,work_orders,WO-H108,initial,received,2026-07-24T18:00:00Z,Operador demo,PROC-H108,1
EV-H108-01,work_orders,WO-H108,received,inspected,2026-07-25T01:42:51.428571Z,Operador demo,PROC-H108,1
EV-H108-02,work_orders,WO-H108,inspected,authorized,2026-07-25T09:25:42.857143Z,Operador demo,PROC-H108,1
EV-H108-03,work_orders,WO-H108,authorized,scheduled,2026-07-25T17:08:34.285714Z,Operador demo,PROC-H108,1
EV-H108-04,work_orders,WO-H108,scheduled,in_service,2026-07-26T00:51:25.714286Z,Operador demo,PROC-H108,1
EV-H108-05,work_orders,WO-H108,in_service,quality_check,2026-07-26T08:34:17.142857Z,Operador demo,PROC-H108,1
EV-H108-06,work_orders,WO-H108,quality_check,ready,2026-07-26T16:17:08.571429Z,Operador demo,PROC-H108,1
EV-H108-07,work_orders,WO-H108,ready,delivered,2026-07-27T00:00:00Z,Operador demo,PROC-H108,1
EV-H109-00,work_orders,WO-H109,initial,received,2026-07-24T05:00:00Z,Operador demo,PROC-H109,1
EV-H109-01,work_orders,WO-H109,received,inspected,2026-07-24T07:00:00Z,Operador demo,PROC-H109,1
EV-H109-02,work_orders,WO-H109,inspected,authorized,2026-07-24T09:00:00Z,Operador demo,PROC-H109,1
EV-H109-03,work_orders,WO-H109,authorized,scheduled,2026-07-24T11:00:00Z,Operador demo,PROC-H109,1
EV-H109-04,work_orders,WO-H109,scheduled,in_service,2026-07-24T13:00:00Z,Operador demo,PROC-H109,1
EV-H109-05,work_orders,WO-H109,in_service,quality_check,2026-07-24T15:00:00Z,Operador demo,PROC-H109,1
EV-H109-06,work_orders,WO-H109,quality_check,ready,2026-07-24T17:00:00Z,Operador demo,PROC-H109,1
EV-H109-07,work_orders,WO-H109,ready,delivered,2026-07-24T19:00:00Z,Operador demo,PROC-H109,1
EV-H110-00,work_orders,WO-H110,initial,received,2026-07-23T16:00:00Z,Operador demo,PROC-H110,1
EV-H110-01,work_orders,WO-H110,received,inspected,2026-07-23T17:27:16.363636Z,Operador demo,PROC-H110,1
EV-H110-02,work_orders,WO-H110,inspected,authorized,2026-07-23T18:54:32.727273Z,Operador demo,PROC-H110,1
EV-H110-03,work_orders,WO-H110,authorized,waiting_parts,2026-07-23T20:21:49.090909Z,Operador demo,PROC-H110,1
EV-H110-04,work_orders,WO-H110,waiting_parts,scheduled,2026-07-23T21:49:05.454545Z,Operador demo,PROC-H110,1
EV-H110-05,work_orders,WO-H110,scheduled,in_service,2026-07-23T23:16:21.818182Z,Operador demo,PROC-H110,1
EV-H110-06,work_orders,WO-H110,in_service,quality_check,2026-07-24T00:43:38.181818Z,Operador demo,PROC-H110,1
EV-H110-07,work_orders,WO-H110,quality_check,rework,2026-07-24T02:10:54.545455Z,Operador demo,PROC-H110,1
EV-H110-08,work_orders,WO-H110,rework,in_service,2026-07-24T03:38:10.909091Z,Operador demo,PROC-H110,1
EV-H110-09,work_orders,WO-H110,in_service,quality_check,2026-07-24T05:05:27.272727Z,Operador demo,PROC-H110,1
EV-H110-10,work_orders,WO-H110,quality_check,ready,2026-07-24T06:32:43.636364Z,Operador demo,PROC-H110,1
EV-H110-11,work_orders,WO-H110,ready,delivered,2026-07-24T08:00:00Z,Operador demo,PROC-H110,1
EV-H111-00,work_orders,WO-H111,initial,received,2026-07-23T03:00:00Z,Operador demo,PROC-H111,1
EV-H111-01,work_orders,WO-H111,received,inspected,2026-07-23T05:34:17.142857Z,Operador demo,PROC-H111,1
EV-H111-02,work_orders,WO-H111,inspected,authorized,2026-07-23T08:08:34.285714Z,Operador demo,PROC-H111,1
EV-H111-03,work_orders,WO-H111,authorized,scheduled,2026-07-23T10:42:51.428571Z,Operador demo,PROC-H111,1
EV-H111-04,work_orders,WO-H111,scheduled,in_service,2026-07-23T13:17:08.571429Z,Operador demo,PROC-H111,1
EV-H111-05,work_orders,WO-H111,in_service,quality_check,2026-07-23T15:51:25.714286Z,Operador demo,PROC-H111,1
EV-H111-06,work_orders,WO-H111,quality_check,ready,2026-07-23T18:25:42.857143Z,Operador demo,PROC-H111,1
EV-H111-07,work_orders,WO-H111,ready,delivered,2026-07-23T21:00:00Z,Operador demo,PROC-H111,1
EV-H112-00,work_orders,WO-H112,initial,received,2026-07-22T14:00:00Z,Operador demo,PROC-H112,1
EV-H112-01,work_orders,WO-H112,received,inspected,2026-07-22T14:51:25.714286Z,Operador demo,PROC-H112,1
EV-H112-02,work_orders,WO-H112,inspected,authorized,2026-07-22T15:42:51.428571Z,Operador demo,PROC-H112,1
EV-H112-03,work_orders,WO-H112,authorized,scheduled,2026-07-22T16:34:17.142857Z,Operador demo,PROC-H112,1
EV-H112-04,work_orders,WO-H112,scheduled,in_service,2026-07-22T17:25:42.857143Z,Operador demo,PROC-H112,1
EV-H112-05,work_orders,WO-H112,in_service,quality_check,2026-07-22T18:17:08.571429Z,Operador demo,PROC-H112,1
EV-H112-06,work_orders,WO-H112,quality_check,ready,2026-07-22T19:08:34.285714Z,Operador demo,PROC-H112,1
EV-H112-07,work_orders,WO-H112,ready,delivered,2026-07-22T20:00:00Z,Operador demo,PROC-H112,1
EV-H113-00,work_orders,WO-H113,initial,received,2026-07-22T01:00:00Z,Operador demo,PROC-H113,1
EV-H113-01,work_orders,WO-H113,received,inspected,2026-07-22T02:08:34.285714Z,Operador demo,PROC-H113,1
EV-H113-02,work_orders,WO-H113,inspected,authorized,2026-07-22T03:17:08.571429Z,Operador demo,PROC-H113,1
EV-H113-03,work_orders,WO-H113,authorized,scheduled,2026-07-22T04:25:42.857143Z,Operador demo,PROC-H113,1
EV-H113-04,work_orders,WO-H113,scheduled,in_service,2026-07-22T05:34:17.142857Z,Operador demo,PROC-H113,1
EV-H113-05,work_orders,WO-H113,in_service,quality_check,2026-07-22T06:42:51.428571Z,Operador demo,PROC-H113,1
EV-H113-06,work_orders,WO-H113,quality_check,ready,2026-07-22T07:51:25.714286Z,Operador demo,PROC-H113,1
EV-H113-07,work_orders,WO-H113,ready,delivered,2026-07-22T09:00:00Z,Operador demo,PROC-H113,1
EV-H114-00,work_orders,WO-H114,initial,received,2026-07-21T12:00:00Z,Operador demo,PROC-H114,1
